Company,Company URL,Page URL,Run,Page Category,Analysis Level,Technical Score,Content Score,Authority Score,Quality Score,Global Score,LLM Usage Count,Issues (JSON),Recommendations (JSON),Timestamp
Agryco,https://www.agryco.com/,https://www.agryco.com/chaux-vive-94/p264864,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Add ItemList schema markup for better search visibility"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""}]",2025-07-07T10:56:27.501Z
Agryco,https://www.agryco.com/,https://www.agryco.com/npk-oligos-fertigo-pro/p386077,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""}]",2025-07-07T10:56:28.101Z
Agryco,https://www.agryco.com/,https://www.agryco.com/24-0-0-18so3/p211171,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""},{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:56:28.158Z
Agryco,https://www.agryco.com/,https://www.agryco.com/ammonitrate-33-5-yarabela-r/p290,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""},{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add ItemList schema markup for better search visibility"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:56:30.553Z
Agryco,https://www.agryco.com/,https://www.agryco.com/ammonitrate-27-0-0/p149908,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""},{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:56:31.040Z
Agryco,https://www.agryco.com/,https://www.agryco.com/controleur-d-humidite-pour-fourrage-draminski-hmm-359118/p359118,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""},{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add ItemList schema markup for better search visibility"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:56:31.564Z
Agryco,https://www.agryco.com/,https://www.agryco.com/compresseur-msh-macfarmer/p439436,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""},{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Present a more balanced view of all options"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:56:31.642Z
Agryco,https://www.agryco.com/,https://www.agryco.com/power-cap-casquette-protection-ventilee/p186638,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Add ItemList schema markup for better search visibility"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""}]",2025-07-07T10:56:32.201Z
Agryco,https://www.agryco.com/,https://www.agryco.com/publi/jeu-roue-agryco,1,unknown,full,33,11,0,0,11,0,[],[],2025-07-07T10:56:32.637Z
Agryco,https://www.agryco.com/,https://www.agryco.com/publi/morte-saison-colza-2025?p=oc,1,unknown,full,33,11,0,0,11,0,[],[],2025-07-07T10:56:32.653Z
Agryco,https://www.agryco.com/,https://www.agryco.com/search?s=%22app%C3%A9tence+de+la+ration%22,1,search_results_error_pages,excluded,0,0,0,0,0,0,[],[],2025-07-07T10:56:33.200Z
Agryco,https://www.agryco.com/,https://www.agryco.com/pieces-agricoles/moissonneuse---ensileuse/l-equipement-du-moissonneur/pc7595,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:33.689Z
Agryco,https://www.agryco.com/,https://www.agryco.com/search?s=Phytoscolza2025&utm_campaign=actu-phytos-S24-2025&utm_medium=email&utm_source=grliste,1,search_results_error_pages,excluded,0,0,0,0,0,0,[],[],2025-07-07T10:56:33.698Z
Agryco,https://www.agryco.com/,https://www.agryco.com/search?s=gestion-du-stress-thermique,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:33.717Z
Agryco,https://www.agryco.com/,https://www.agryco.com/rampe-de-signalisation-led-magntique-sans-fil-rechargeable/p385857,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Add ItemList schema markup for better search visibility"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""}]",2025-07-07T10:56:34.408Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/repulsifs/pc8481,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:34.437Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/adjuvants/pc8482,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:35.793Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/nutrition-bio/complement-alimentaire-bio/pc7881,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:36.891Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/traitement-semences/pc8483,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""}]","[{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""},{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""}]",2025-07-07T10:56:37.042Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/pieges-diffuseur-pheromones/pc8486,1,product_detail_page,full,33,0,0,0,8,3,"[{""dimension"":""content"",""severity"":""error"",""description"":""No definitional content found on the page"",""recommendation"":""Add clear definitions for industry terms and concepts"",""ruleId"":""definitional-content""},{""dimension"":""content"",""severity"":""error"",""description"":""No case studies found to demonstrate expertise"",""recommendation"":""Add detailed case studies showing problem → solution → results"",""ruleId"":""case-studies""},{""dimension"":""authority"",""severity"":""error"",""description"":""No comparison content found"",""recommendation"":""Add comparison content with 2+ items"",""ruleId"":""comparison-content""}]","[{""content"":""Use definition lists (dl/dt/dd) for better structure"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add DefinedTerm schema.org markup for better AI understanding"",""ruleId"":""definitional-content"",""ruleCategory"":""content""},{""content"":""Add internal links to each alternative"",""ruleId"":""comparison-content"",""ruleCategory"":""authority""}]",2025-07-07T10:56:37.331Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/solutions-contre-les-insectes/pc8479,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:38.465Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/hygiene/pc7918,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:38.638Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/protection-des-plantes/pc8007,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:38.888Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/semence-bio/cereales-a-paille-bio/pc7981,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:39.802Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/gammes-bio/soja-bio/pc8092,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:39.886Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/gammes-bio/pc7466,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:41.281Z
Agryco,https://www.agryco.com/,https://www.agryco.com/bio/nutrition-bio/pc7583,1,product_category_page,limited,33,11,0,0,11,0,[],[],2025-07-07T10:56:42.416Z
